timestamp_start_iso,duration_s,kind
1970-01-01T01:59:02.882,0.125655,good
1970-01-01T01:59:03.083,0.186368,good
1970-01-01T01:59:03.285,0.174014,good
1970-01-01T01:59:03.486,0.190951,good
1970-01-01T01:59:03.688,83.467333,good
1970-01-01T01:59:03.889,0.533674,bad
1970-01-01T01:59:04.090,0.646633,bad
1970-01-01T01:59:04.292,0.782479,good
1970-01-01T01:59:04.493,1.294749,good
1970-01-01T01:59:04.695,0.134861,good
1970-01-01T01:59:04.896,0.135155,good
1970-01-01T01:59:05.098,0.138527,good
1970-01-01T01:59:05.299,0.138525,good
1970-01-01T01:59:05.500,0.129381,good
1970-01-01T01:59:05.702,0.244732,good
1970-01-01T01:59:05.903,0.124919,bad
1970-01-01T01:59:06.105,0.404798,bad
1970-01-01T01:59:06.306,0.369019,good
1970-01-01T01:59:06.508,0.161497,good
1970-01-01T01:59:06.709,0.090666,good
1970-01-01T01:59:06.911,0.644738,good
1970-01-01T01:59:07.112,0.133687,good
1970-01-01T01:59:07.314,0.403851,good
1970-01-01T01:59:07.516,0.149938,good
1970-01-01T01:59:07.716,0.116551,good
1970-01-01T01:59:07.917,0.109874,bad
1970-01-01T01:59:08.119,0.154890,bad
1970-01-01T01:59:08.320,0.160043,good
1970-01-01T01:59:08.521,0.257602,good
1970-01-01T01:59:08.722,0.789514,good
1970-01-01T01:59:08.923,0.179392,good
1970-01-01T01:59:09.124,0.134691,good
1970-01-01T01:59:09.326,0.192289,good
1970-01-01T01:59:09.527,0.125869,good
1970-01-01T01:59:09.729,0.859695,good
1970-01-01T01:59:09.930,0.105794,bad
1970-01-01T01:59:10.131,0.266276,bad
1970-01-01T01:59:10.333,83.130938,good
1970-01-01T01:59:10.534,0.340029,good
1970-01-01T01:59:10.736,0.335296,good
1970-01-01T01:59:10.937,0.192178,good
1970-01-01T01:59:11.138,0.130813,good
1970-01-01T01:59:11.340,0.155187,good
1970-01-01T01:59:11.541,0.132924,good
1970-01-01T01:59:11.743,0.241121,good
1970-01-01T01:59:11.944,0.332917,bad
1970-01-01T01:59:12.146,0.125227,bad
1970-01-01T01:59:12.347,0.643583,good
1970-01-01T01:59:12.549,1.251038,good
1970-01-01T01:59:12.750,0.190308,good
1970-01-01T01:59:12.952,0.243871,good
1970-01-01T01:59:13.153,82.728263,good
1970-01-01T01:59:13.355,0.122856,good
1970-01-01T01:59:13.556,7.532488,good
1970-01-01T01:59:13.758,0.243501,good
1970-01-01T01:59:13.960,0.151789,bad
1970-01-01T01:59:14.161,0.172763,bad
1970-01-01T01:59:14.363,0.128644,good
1970-01-01T01:59:14.564,0.104072,good
1970-01-01T01:59:14.766,0.553757,good
1970-01-01T01:59:14.967,0.165123,good
1970-01-01T01:59:15.168,1.710922,good
1970-01-01T01:59:15.370,0.141195,good
1970-01-01T01:59:15.572,0.129353,good
1970-01-01T01:59:15.773,4.990564,good
1970-01-01T01:59:15.975,0.298603,bad
1970-01-01T01:59:16.176,1.453109,bad
1970-01-01T01:59:16.378,0.133417,good
1970-01-01T01:59:16.579,0.102674,good
1970-01-01T01:59:16.781,0.110886,good
1970-01-01T01:59:16.982,0.309001,good
1970-01-01T01:59:17.184,0.167854,good
1970-01-01T01:59:17.384,0.245136,good
1970-01-01T01:59:17.586,0.240997,good
1970-01-01T01:59:17.787,0.241706,good
1970-01-01T01:59:17.988,0.118553,bad
1970-01-01T01:59:18.190,0.129219,bad
1970-01-01T01:59:18.391,0.155048,good
1970-01-01T01:59:18.593,0.145222,good
1970-01-01T01:59:18.794,0.162895,good
1970-01-01T01:59:18.995,0.168597,good
1970-01-01T01:59:19.196,0.187957,good
1970-01-01T01:59:19.398,80.640005,good
1970-01-01T01:59:19.599,1.202401,good
1970-01-01T01:59:19.801,0.143210,good
1970-01-01T01:59:20.002,0.167096,bad
